movie_id,imdb_id,tmdb_id,rating,average_rating,title
5943,0252076,7303,1.0,2.6696,Maid in Manhattan (2002)
5945,0257360,2755,2.0,3.44751,About Schmidt (2002)
5952,0167261,121,1.0,4.07498,The Lord of the Rings: The Two Towers (2002)
5956,0217505,3131,3.0,3.5246,Gangs of New York (2002)
5957,0313737,2642,1.0,3.2273,Two Weeks Notice (2002)
5989,0264464,640,4.0,3.91467,Catch Me If You Can (2002)
6006,0305711,12090,1.0,2.68162,Just Married (2003)
6059,0292506,1647,3.0,3.38742,The Recruit (2003)
6155,0251127,9919,2.0,3.17781,How to Lose a Guy in 10 Days (2003)
6166,0106701,12139,1.5,2.37702,Dennis the Menace (1993)
6188,0302886,11635,4.0,3.59877,Old School (2003)
6213,0314353,9567,2.0,3.20738,Tears of the Sun (2003)
6218,0286499,455,2.0,3.48511,Bend It Like Beckham (2002)
6365,0234215,604,2.0,3.33852,The Matrix Reloaded (2003)
6373,0315327,310,1.5,3.21004,Bruce Almighty (2003)
6377,0266543,12,3.0,3.84579,Finding Nemo (2003)
6378,0317740,9654,4.0,3.55121,The Italian Job (2003)
6441,0064072,11463,4.0,3.56553,Battle of Britain (1969)
6448,0059183,10243,3.5,3.7187,The Flight of the Phoenix (1965)
6459,0043461,26205,3.0,3.52187,The Desert Fox: The Story of Rommel (1951)
6503,0305357,9471,1.0,2.5197,Charlie's Angels: Full Throttle (2003)
6539,0325980,22,1.5,3.80117,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6541,0311429,8698,2.0,2.78387,The League of Extraordinary Gentlemen (2003)
6550,0274166,9486,2.0,2.85814,Johnny English (2003)
6586,0328828,8273,2.5,2.90774,American Wedding (2003)
6593,0322330,10330,1.0,3.05846,Freaky Friday (2003)
6711,0335266,153,3.0,3.79328,Lost in Translation (2003)
6787,0074119,891,2.5,4.02574,All the President's Men (1976)
6798,0074256,8446,3.0,3.24252,Bugsy Malone (1976)
6808,0065207,11046,4.0,3.80656,Where Eagles Dare (1968)
6863,0332379,1584,2.5,3.38382,School of Rock (2003)
6870,0327056,322,4.0,3.8279,Mystic River (2003)
6873,0138524,11775,1.0,3.21771,Intolerable Cruelty (2003)
6874,0266697,24,3.0,3.85574,Kill Bill: Vol. 1 (2003)
6893,0064505,10536,4.0,3.63911,The Italian Job (1969)
6942,0314331,508,3.0,3.74194,Love Actually (2003)
6947,0311113,8619,3.5,3.62883,Master and Commander: The Far Side of the World (2003)
6979,0086567,860,4.0,3.66083,WarGames (1983)
6990,0079240,11583,3.5,3.60698,The First Great Train Robbery (1979)
7004,0099938,951,2.0,2.83935,Kindergarten Cop (1990)
7017,0105104,10538,2.5,2.8613,Passenger 57 (1992)
7076,0062765,916,3.0,3.73135,Bullitt (1968)
7102,0092925,10023,2.0,2.9,Dragnet (1987)
7153,0167260,122,1.0,4.10344,The Lord of the Rings: The Return of the King (2003)
7155,0337909,8696,3.0,3.49669,Calendar Girls (2003)
7162,0159365,2289,2.0,3.52791,Cold Mountain (2003)
7225,0076578,5205,2.0,3.49239,Pumping Iron (1977)
7293,0343660,1824,2.0,3.29419,50 First Dates (2004)
7317,0356150,9352,2.0,3.28803,EuroTrip (2004)
7325,0335438,9384,2.0,2.94547,Starsky & Hutch (2004)
7347,0363988,1586,4.0,3.20771,Secret Window (2004)
7438,0378194,393,3.0,3.82158,Kill Bill: Vol. 2 (2004)
7569,0062512,667,3.0,3.60988,You Only Live Twice (1967)
7570,0086034,700,3.0,3.31315,Octopussy (1983)
7573,0086006,36670,3.0,3.27248,Never Say Never Again (1983)
7701,0100050,9356,1.5,2.05853,Look Who's Talking Too (1990)
7762,0080297,140207,5.0,3.93225,Tinker Tailor Soldier Spy (1979)
7821,0053935,16284,4.0,3.60377,Ice Cold in Alex (1958)
7942,0046345,47735,2.0,3.70139,Summer with Monika (1953)
7980,0075784,5902,4.0,3.73448,A Bridge Too Far (1977)
8207,0069947,4909,4.0,3.92165,The Day of the Jackal (1973)
8337,0046816,10178,3.0,3.91984,The Caine Mutiny (1954)
8361,0319262,435,3.0,3.05358,The Day After Tomorrow (2004)
8464,0390521,9372,1.0,3.5275,Super Size Me (2004)
8493,0100133,12651,3.0,3.56324,Memphis Belle (1990)
8528,0364725,9472,4.0,3.29612,DodgeBall: A True Underdog Story (2004)
8623,0093886,11584,2.0,3.47894,Roxanne (1987)
8633,0087597,11884,3.0,3.41528,The Last Starfighter (1984)
8640,0349683,9477,2.5,3.03745,King Arthur (2004)
8641,0357413,8699,2.5,3.47827,Anchorman: The Legend of Ron Burgundy (2004)
8644,0343818,2048,2.5,3.47208,"I, Robot (2004)"
8665,0372183,2502,2.5,3.8581,The Bourne Supremacy (2004)
8772,0059749,13580,4.0,3.89646,The Spy Who Came in from the Cold (1965)
8781,0368008,14462,3.0,3.3578,The Manchurian Candidate (2004)
8783,0368447,6947,4.0,3.23089,The Village (2004)
8798,0369339,1538,2.0,3.68425,Collateral (2004)
8866,0360201,11823,2.0,3.18139,Wimbledon (2004)
8879,0071877,4176,4.0,3.69956,Murder on the Orient Express (1974)
8917,0372588,3989,4.0,3.45207,Team America: World Police (2004)
8956,0375735,9391,1.5,3.12651,Enduring Love (2004)
8961,0317705,9806,2.0,3.85566,The Incredibles (2004)
8965,0338348,5255,2.0,3.10901,The Polar Express (2004)
8969,0317198,9801,2.0,3.02025,Bridget Jones: The Edge of Reason (2004)
8972,0368891,2059,3.0,3.37728,National Treasure (2004)
8984,0349903,163,2.0,3.31754,Ocean's Twelve (2004)
26137,0059263,16850,3.5,2.78947,The Heroes of Telemark (1965)
26453,0083480,149645,5.0,4.06034,Smiley's People (1982)
27040,0131566,21039,3.5,3.375,Rogue Trader (1999)
27821,0373926,179,2.5,3.33003,The Interpreter (2005)
27831,0375912,4836,3.0,3.75012,Layer Cake (2004)
30810,0362270,421,2.0,3.70737,The Life Aquatic with Steve Zissou (2004)
30825,0290002,693,2.0,3.0527,Meet the Fockers (2004)
31255,0063121,17657,3.5,3.19954,Ice Station Zebra (1968)
32598,0332047,11431,2.0,3.19483,Fever Pitch (2005)
33493,0121766,1895,2.0,3.39941,Star Wars: Episode III - Revenge of the Sith (2005)
33679,0356910,787,1.5,3.24047,Mr. & Mrs. Smith (2005)
33794,0372784,272,3.0,3.93498,Batman Begins (2005)
34520,0377818,6519,1.0,2.48854,The Dukes of Hazzard (2005)
35836,0405422,6957,2.0,3.46252,The 40 Year Old Virgin (2005)
36517,0387131,1985,4.0,3.70598,The Constant Gardener (2005)
37727,0408790,9315,3.0,3.1159,Flightplan (2005)
39435,0386140,1656,1.0,3.08131,The Legend of Zorro (2005)
39715,0436058,8274,3.0,2.53236,American Pie Presents: Band Camp (2005)
40819,0358273,69,4.0,3.7836,Walk the Line (2005)
40973,0078492,7010,3.5,3.27778,The Wild Geese (1978)
45175,0434124,16367,2.5,3.54233,Kinky Boots (2005)
45447,0382625,591,3.0,3.15027,The Da Vinci Code (2006)
45722,0383574,58,2.0,3.46962,Pirates of the Caribbean: Dead Man's Chest (2006)
47099,0454921,1402,3.0,3.84453,The Pursuit of Happyness (2006)
47610,0443543,1491,3.5,3.80855,The Illusionist (2006)
48385,0443453,496,2.5,3.35993,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
48516,0407887,1422,3.5,4.11943,The Departed (2006)
48774,0206634,9693,4.0,3.89053,Children of Men (2006)
48780,0482571,1124,2.0,4.08751,The Prestige (2006)
49272,0381061,36557,4.0,3.82072,Casino Royale (2006)
49274,0366548,9836,2.0,3.0245,Happy Feet (2006)
49286,0457939,1581,3.0,3.55147,The Holiday (2006)
49688,0046889,13210,4.0,3.72727,The Dam Busters (1955)
49766,0049471,43791,4.0,3.65385,The Man Who Never Was (1956)
49822,0343737,1247,3.0,3.40272,The Good Shepherd (2006)
50541,0121210,6166,3.5,3.18519,Dinner for One (1963)
50872,0382932,2062,2.0,3.8163,Ratatouille (2007)
51255,0425112,4638,3.0,3.84759,Hot Fuzz (2007)
52245,0445934,9955,3.0,3.03767,Blades of Glory (2007)
53956,0795368,2196,4.5,3.70388,Death at a Funeral (2007)
53972,0337978,1571,2.0,3.48195,Live Free or Die Hard (2007)
54286,0440963,2503,3.0,3.93563,The Bourne Ultimatum (2007)
54372,0362225,10795,4.0,3.81485,Tell No One (2006)
55269,0838221,4538,3.0,3.71306,The Darjeeling Limited (2007)
55276,0465538,4566,3.0,3.71873,Michael Clayton (2007)
56176,0952640,6477,1.0,2.373,Alvin and the Chipmunks (2007)
56775,0465234,6637,2.5,3.2598,National Treasure: Book of Secrets (2007)
56782,0469494,7345,3.5,3.96948,There Will Be Blood (2007)
56788,0472062,6538,3.0,3.64586,Charlie Wilson's War (2007)
57669,0780536,8321,4.5,3.8814,In Bruges (2008)
58559,0468569,155,3.0,4.17399,The Dark Knight (2008)
58998,0800039,9870,3.0,3.57205,Forgetting Sarah Marshall (2008)
59315,0371746,1726,2.5,3.8488,Iron Man (2008)
59369,0936501,8681,4.0,3.76733,Taken (2008)
59615,0367882,217,3.5,2.91671,Indiana Jones and the Kingdom of the Crystal Skull (2008)
59784,0441773,9502,2.0,3.62005,Kung Fu Panda (2008)
60074,0448157,8960,1.0,3.15041,Hancock (2008)
60397,0795421,11631,2.0,3.08758,Mamma Mia! (2008)
61132,0942385,7446,3.0,3.37341,Tropic Thunder (2008)
61240,1139797,13310,4.0,3.95752,Let the Right One In (2008)
61323,0887883,4944,3.0,3.52978,Burn After Reading (2008)
62999,0479952,10527,2.5,3.22989,Madagascar: Escape 2 Africa (2008)
63082,1010048,12405,4.0,3.84836,Slumdog Millionaire (2008)
63113,0830515,10764,1.5,3.32035,Quantum of Solace (2008)
64614,1205489,13223,3.0,3.92377,Gran Torino (2008)
64957,0421715,4922,5.0,3.60552,The Curious Case of Benjamin Button (2008)
65596,1259014,13635,3.5,3.69583,Mesrine: Killer Instinct (2008)
67255,1132620,15472,4.0,3.89341,The Girl with the Dragon Tattoo (2009)
68073,1131729,18947,2.5,3.70176,The Boat That Rocked (2009)
68237,1182345,17431,4.0,4.0213,Moon (2009)
68358,0796366,13475,4.0,3.85398,Star Trek (2009)
68554,0808151,13448,2.5,3.27155,Angels & Demons (2009)
69122,1119646,18785,4.0,3.62153,The Hangover (2009)
69306,1111422,18487,3.0,3.23408,The Taking of Pelham 1 2 3 (2009)
69481,0887912,12162,4.0,3.73175,The Hurt Locker (2008)
70599,0452694,24420,3.5,3.59755,The Time Traveler's Wife (2009)
71156,1234548,10313,2.0,3.20625,The Men Who Stare at Goats (2009)
72378,1190080,14161,3.0,2.75311,2012 (2009)
72733,1057500,22954,3.5,3.58839,Invictus (2009)
72998,0499549,19995,3.0,3.64949,Avatar (2009)
73017,0988045,10528,4.0,3.76013,Sherlock Holmes (2009)
73114,0048990,17591,3.0,3.38095,The Battle of the River Plate (1956)
73323,1343097,33613,3.0,3.84118,The Girl Who Kicked the Hornet's Nest (2009)
74458,1130884,11324,4.0,3.96259,Shutter Island (2010)
74510,1216487,24253,3.5,3.77728,The Girl Who Played with Fire (2009)
74545,1139328,11439,3.5,3.58796,The Ghost Writer (2010)
74851,1179034,26389,1.5,3.14875,From Paris with Love (2010)
74948,1289406,25941,3.5,3.47336,Harry Brown (2009)
76077,1231587,23048,2.5,3.08624,Hot Tub Time Machine (2010)
77800,1341167,37495,1.0,3.72607,Four Lions (2010)
77866,0955308,20662,2.0,3.16352,Robin Hood (2010)
78209,1226229,32823,2.0,3.17791,Get Him to the Greek (2010)
78469,0429493,34544,2.5,3.21805,The A-Team (2010)
78499,0435761,10193,3.0,3.87019,Toy Story 3 (2010)
79132,1375666,27205,3.5,4.16307,Inception (2010)
80126,1440728,27579,4.0,3.20613,The American (2010)
80489,0840361,23168,3.0,3.74376,The Town (2010)
81229,1245526,39514,2.0,3.60977,RED (2010)
81591,0947798,44214,3.0,3.79042,Black Swan (2010)
81782,0477080,44048,4.0,3.386,Unstoppable (2010)
83613,0409847,49849,1.5,2.84845,Cowboys & Aliens (2011)
84152,1219289,51876,2.5,3.84434,Limitless (2011)
84601,1401152,48138,3.0,3.487,Unknown (2011)
85414,0945513,45612,3.0,3.75646,Source Code (2011)
85774,1424432,58496,5.0,3.97926,Senna (2010)
86332,0800369,10195,3.0,3.38843,Thor (2011)
86898,0478304,8967,3.0,3.32977,The Tree of Life (2011)
86911,1411697,45243,3.0,3.00137,The Hangover Part II (2011)
87306,1650062,37686,3.0,3.48669,Super 8 (2011)
89470,1598778,39538,3.0,3.46136,Contagion (2011)
89492,1210166,60308,4.0,3.85954,Moneyball (2011)
89745,0848228,24428,2.0,3.80093,The Avengers (2012)
89753,1340800,49517,4.0,3.61795,Tinker Tailor Soldier Spy (2011)
89774,1291584,59440,3.0,3.90975,Warrior (2011)
89804,1124035,10316,3.5,3.56466,The Ides of March (2011)
89904,1655442,74643,5.0,3.74928,The Artist (2011)
90578,1462041,69668,3.5,3.05597,Dream House (2011)
90600,1614989,70670,4.0,3.81687,Headhunters (2011)
91485,1764651,76163,2.0,2.98611,The Expendables 2 (2012)
91500,1392170,70160,3.0,3.53985,The Hunger Games (2012)
91529,1345836,49026,3.0,3.9783,The Dark Knight Rises (2012)
91535,1194173,49040,2.5,3.45902,The Bourne Legacy (2012)
91542,1515091,58574,3.5,3.73281,Sherlock Holmes: A Game of Shadows (2011)
92259,1675434,77338,4.5,4.12764,The Intouchables (2011)
92422,1596365,65086,2.0,3.12372,The Woman in Black (2012)
92507,1599348,59961,2.5,3.42775,Safe House (2012)
93363,0401729,49529,2.5,3.18051,John Carter (2012)
93475,1687901,77949,3.0,3.38981,The Awakening (2011)
93510,1232829,64688,3.0,3.59693,21 Jump Street (2012)
93831,1605630,71552,2.0,3.07544,American Reunion (2012)
94864,1446714,70981,3.0,3.36169,Prometheus (2012)
96079,1074638,37724,4.0,3.73471,Skyfall (2012)
96610,1276104,59967,4.0,3.65647,Looper (2012)
96728,1560747,68722,2.0,3.53839,The Master (2012)
96861,1397280,82675,3.5,3.19704,Taken 2 (2012)
97304,1024648,68734,4.0,3.78421,Argo (2012)
97752,1371111,83542,3.0,3.58213,Cloud Atlas (2012)
97921,1045658,82693,4.5,3.72951,Silver Linings Playbook (2012)
97923,1907668,87502,2.5,3.62439,Flight (2012)
98124,2313197,123025,3.0,3.85196,"Batman: The Dark Knight Returns, Part 1 (2012)"
98154,0443272,72976,2.0,3.63631,Lincoln (2012)
98961,1790885,97630,4.5,3.71114,Zero Dark Thirty (2012)
99112,0790724,75780,3.0,3.51624,Jack Reacher (2012)
99114,1853728,68718,3.0,4.00115,Django Unchained (2012)
99145,1649419,80278,4.0,3.58425,The Impossible (2012)
99149,1707386,82695,2.5,3.53017,Les Misérables (2012)
100390,2024432,109431,2.0,2.90207,Identity Thief (2013)
101741,1924429,68727,3.0,3.32956,Trance (2013)
102407,1343092,64682,3.5,3.51431,The Great Gatsby (2013)
102445,1408101,54138,3.5,3.75107,Star Trek Into Darkness (2013)
102677,2087850,83382,4.0,2.76,The Players (2012)
102686,1951261,109439,3.0,2.96208,The Hangover Part III (2013)
102819,1291580,119675,3.0,3.37589,Behind the Candelabra (2013)
102903,1670345,75656,4.0,3.66046,Now You See Me (2013)
103042,0770828,49521,2.0,3.14478,Man of Steel (2013)
103235,1924396,152742,4.0,3.91221,The Best Offer (2013)
103249,0816711,72190,3.5,3.28304,World War Z (2013)
103253,1535108,68724,2.0,3.27116,Elysium (2013)
103980,2334873,160588,2.0,3.60533,Blue Jasmine (2013)
104303,2357129,115782,3.0,3.15154,Jobs (2013)
104841,1454468,49047,4.5,3.63476,Gravity (2013)
104879,1392214,146233,3.0,3.96292,Prisoners (2013)
104913,1979320,96721,4.5,3.86938,Rush (2013)
105420,2345112,209262,3.5,3.45395,Parkland (2013)
105504,1535109,109424,2.0,3.80561,Captain Phillips (2013)
105844,2024544,76203,2.0,3.87788,12 Years a Slave (2013)
106072,1981115,76338,2.0,3.35186,Thor: The Dark World (2013)
106100,0790636,152532,4.0,3.90853,Dallas Buyers Club (2013)
106487,1951264,101299,3.0,3.52683,The Hunger Games: Catching Fire (2013)
106696,2294629,109445,2.0,3.50194,Frozen (2013)
106766,2042568,86829,2.0,3.69139,Inside Llewyn Davis (2013)
106782,0993846,106646,4.0,3.86912,The Wolf of Wall Street (2013)
106889,3089388,212063,3.5,3.96787,Tim's Vermeer (2013)
106916,1800241,168672,4.0,3.54636,American Hustle (2013)
106918,0359950,116745,4.0,3.68317,The Secret Life of Walter Mitty (2013)
107141,2140373,140823,3.0,3.64616,Saving Mr. Banks (2013)
107348,1229340,109443,2.0,2.94642,Anchorman 2: The Legend Continues (2013)
107682,0079117,28981,3.0,2.80769,Escape to Athena (1979)
108928,2177771,152760,3.0,3.05207,The Monuments Men (2014)
109374,2278388,120467,5.0,4.01274,The Grand Budapest Hotel (2014)
109472,2039345,220286,3.0,2.99468,Grand Piano (2013)
109487,0816692,157336,4.5,4.0924,Interstellar (2014)
109578,2024469,225574,3.0,3.48867,Non-Stop (2014)
110102,1843866,100402,2.0,3.7129,Captain America: The Winter Soldier (2014)
110127,1959490,86834,2.0,2.75109,Noah (2014)
110611,1179031,244509,3.0,3.2936,Cold in July (2014)
110873,2113681,145247,3.5,3.64027,The 100 Year-Old Man Who Climbed Out the Window and Disappeared (2013)
111360,2872732,240832,3.0,3.07764,Lucy (2014)
111443,2883512,212778,2.0,3.6351,Chef (2014)
111659,1587310,102651,2.5,3.36445,Maleficent (2014)
111661,1976000,192149,2.0,3.1383,The Two Faces of January (2014)
111759,1631867,137113,4.0,3.93965,Edge of Tomorrow (2014)
111795,1647668,198185,3.0,3.40789,Million Dollar Arm (2014)
112316,1742044,209451,3.0,3.30882,Jersey Boys (2014)
112552,2582802,244786,3.0,4.12687,Whiplash (2014)
112556,2267998,210577,4.0,3.93378,Gone Girl (2014)
112623,2103281,119450,3.0,3.55763,Dawn of the Planet of the Apes (2014)
112852,2015381,118340,3.0,3.93338,Guardians of the Galaxy (2014)
112940,1972571,157849,4.0,3.4062,A Most Wanted Man (2014)
113250,2675914,252822,3.5,3.49194,In Order of Disappearance (2014)
114007,1726592,204922,4.0,3.30128,Before I Go to Sleep (2014)
114246,0365907,169917,3.0,3.13759,A Walk Among the Tombstones (2014)
114439,2402157,254904,3.0,3.01719,The November Man (2014)
114662,2179136,190859,4.0,3.4827,American Sniper (2014)
114935,2397535,206487,4.0,3.77492,Predestination (2014)
115149,2911666,245891,2.5,3.74436,John Wick (2014)
115210,2713180,228150,4.0,3.72749,Fury (2014)
115569,2872718,242582,3.0,3.9264,Nightcrawler (2014)
115633,0426911,31446,3.0,3.35294,Archangel (2005)
115713,0470752,264660,4.0,3.95458,Ex Machina (2015)
116797,2084970,205596,2.5,4.01784,The Imitation Game (2014)
116823,1951265,131631,4.0,3.45422,The Hunger Games: Mockingjay - Part 1 (2014)
116887,1528100,147441,2.5,2.76327,Exodus: Gods and Kings (2014)
117176,2980516,266856,4.5,3.8091,The Theory of Everything (2014)
117529,0369610,135397,3.0,3.35473,Jurassic World (2015)
117887,1109624,116149,3.0,3.42052,Paddington (2014)
118706,2261331,246080,3.0,3.05952,Black Sea (2014)
120635,2446042,260346,2.5,2.99579,Taken 3 (2014)
122733,0064699,26316,4.0,3.66667,Mosquito Squadron (1969)
122886,2488496,140607,3.0,3.79686,Star Wars: The Force Awakens (2015)
122904,1431045,293660,1.5,3.86078,Deadpool (2016)
122918,3896198,283995,3.0,3.86204,Guardians of the Galaxy Vol. 2 (2017)
122920,3498820,271110,2.0,3.72796,Captain America: Civil War (2016)
122922,1211837,284052,3.0,3.74766,Doctor Strange (2016)
130083,2917388,228968,2.5,2.7439,Kidnapping Mr. Heineken (2015)
130956,1014763,181283,3.0,3.00765,Child 44 (2015)
132056,2376218,255157,2.0,2.86538,The Forger (2014)
132660,3064298,332340,3.0,3.49114,Man Up (2015)
133771,3464902,254320,2.0,3.62767,The Lobster (2015)
133869,3321300,292040,2.5,3.0614,Spooks: The Greater Good (2015)
134130,3659388,286217,3.5,4.0436,The Martian (2015)
135133,1951266,131634,3.0,3.41968,The Hunger Games: Mockingjay - Part 2 (2015)
135288,3168230,280996,3.0,3.43428,Mr. Holmes (2015)
135569,2660888,188927,3.5,3.57768,Star Trek Beyond (2016)
136020,2379713,206647,3.0,3.35781,Spectre (2015)
137857,3040964,278927,4.0,3.55278,The Jungle Book (2016)
139385,1663202,281957,4.0,3.77128,The Revenant (2015)
139644,3397884,273481,4.0,3.84384,Sicario (2015)
140928,2446980,274479,4.0,3.28065,Joy (2015)
142115,0296310,200813,4.0,4.20482,The Blue Planet (2001)
142448,2719848,253412,3.5,3.48604,Everest (2015)
142488,1895587,314365,2.5,4.07872,Spotlight (2015)
143385,3682448,296098,2.5,3.78633,Bridge of Spies (2015)
148626,1596363,318846,4.0,4.01766,The Big Short (2015)
150548,3845232,370646,3.0,4.01208,Sherlock: The Abominable Bride (2016)
151455,1083452,319888,3.5,3.61355,Eddie the Eagle (2016)
152091,3381008,267193,1.0,2.97315,Grimsby (2016)
155288,2057392,333352,3.0,3.65043,Eye in the Sky (2015)
155968,1399664,385965,4.0,3.79707,The Night Manager (2016)
157276,1995390,205588,3.5,3.21354,Our Kind of Traitor (2016)
157498,2879552,347938,4.0,3.62121,11.22.63 (2016)
159093,3110958,291805,3.0,3.46544,Now You See Me 2 (2016)
159817,0795176,192040,4.0,4.45128,Planet Earth (2006)
160438,4196776,324668,3.0,3.40745,Jason Bourne (2016)
160980,3263904,363676,4.0,3.77686,Sully (2016)
162602,3631112,346685,3.0,3.29819,The Girl on the Train (2016)
164141,2679552,340677,3.0,2.68421,I.T. (2016)
164179,2543164,329865,4.0,4.01967,Arrival (2016)
164981,3640424,369885,4.5,3.49357,Allied (2016)
165101,3062096,207932,2.5,3.05108,Inferno (2016)
166024,2654430,367412,3.0,4.19416,Whiplash (2013)
166528,3748528,330459,3.5,3.82437,Rogue One: A Star Wars Story (2016)
166635,1355644,274870,3.0,3.53822,Passengers (2016)
166643,4846340,381284,4.0,4.01067,Hidden Figures (2016)
166946,4276820,310307,4.0,3.75638,The Founder (2016)
168266,2763304,180863,3.0,3.57877,T2 Trainspotting (2017)
168612,1219827,315837,2.0,3.23465,Ghost in the Shell (2017)
169984,2316204,126889,3.0,3.09684,Alien: Covenant (2017)
170705,0185906,331214,5.0,4.39815,Band of Brothers (2001)
171011,5491994,420714,5.0,4.4827,Planet Earth II (2016)
171495,0081846,409926,3.0,4.37171,Cosmos: A Personal Voyage (1980)
171761,6710658,452166,3.5,2.5,The Reagan Show (2017)
172217,0117397,10960,1.0,2.63636,Project: ALF (1996)
172591,0150742,364150,4.0,4.35176,The Godfather Trilogy: 1972-1990 (1992)
174055,5013056,374720,4.0,3.80235,Dunkirk (2017)
174685,0314097,36464,4.0,3.76667,The Gathering Storm (2002)
175813,2121382,265189,2.5,3.80814,Force Majeure (2014)
176603,1758810,372343,3.0,2.5,The Snowman (2017)
176823,0070854,61766,4.0,4.0,Under Milk Wood (1972)
177237,4622512,369192,3.0,3.3468,Battle of the Sexes (2017)
177593,5027774,359940,2.0,4.00887,"Three Billboards Outside Ebbing, Missouri (2017)"
178827,4468740,346648,3.0,3.74681,Paddington 2 (2017)
179099,3296908,339259,3.0,3.42857,The Man with the Iron Heart (2017)
179135,6769208,463612,5.0,4.20764,Blue Planet II (2017)
179817,4555426,399404,4.0,3.78077,Darkest Hour (2017)
182315,3845892,432517,3.0,3.96429,Sherlock: The Final Problem (2017)
183611,2704998,445571,3.5,3.57061,Game Night (2018)
191997,1942613,538320,3.0,4.10714,The Hounds of Baskerville (2012)
